Order_ID,Order_Line,Order_Date,Ship_Date,Customer_ID,Custormer_Name,Customer_Segment,Region,State,Cty,Product_ID,Product_Name,Category,Sub_Category,Quantity,Unit_Price,Discount,Cost_Price,Sales,Profit,Shipping_Mode,Shipping_Cost,Payment_Method,Order_Priority,Sales_Rep,Sales_Rep_Region,Customer_Rating,Order_Status,Quantity_Check,Outlier_Flag,Customer_Check,Product_Check,Day_Type,First_Order_Year,Order_Year
ORD-107910,1,45106,45113,CUST-00008,Aditya Joshi,Consumer,South,Kerala,Thiruvananthapuram,PRD-0114,Men'S Wear Model B2,Clothing,Men'S Wear,4,3252.98,0.1,1619.22,11710.73,5233.85,Standard Class,258.68,Credit Card,Medium,Rohan Davis,West,,Delivered,4,,OK,OK,Weekend,2022,2023
ORD-109339,1,44919,44921,CUST-00754,Ira Joshi,Home Office,West,Rajasthan,Jodhpur,PRD-0002,Mobile Phone Model B2,Electronics,Mobile Phones,3,48258.78,0.05,33463.95,137537.52,37145.67,First Class,156.84,Net Banking,Low,Ananya Mehta,North,5,Processing,3,,OK,OK,Weekend,2022,2022
ORD-100434,1,45257,45263,CUST-01397,Diya Malhotra,Home Office,South,,Kochi,PRD-0093,Art Supplie Model E5,Office Supplies,Art Supplies,6,1538.87,0.15,785.55,7848.24,3134.94,Standard Class,53.72,Debit Card,High,Ira Khan,Central,3,Delivered,6,,OK,OK,Weekend,2022,2023
ORD-100083,1,45159,45159,CUST-00646,Vivaan Singh,Consumer,East,Bihar,Gaya,PRD-0111,Envelope Model G7,Office Supplies,Envelopes,4,1506.18,0.1,751.24,5422.25,2417.29,Same Day,36.63,UPI,Medium,Elizabeth Reddy,Central,3,Delivered,4,,OK,OK,Weekend,2023,2023
ORD-110997,1,44878,44882,CUST-00556,Ananya Reddy,Consumer,West,Rajasthan,Jaipur,PRD-0130,Kids Wear Model B2,Clothing,Kids Wear,4,2364.49,0.15,1147.34,8039.27,3449.91,Second Class,235.9855643,UPI,Medium,Elizabeth Khan,West,5,Returned,4,,OK,OK,Weekend,2022,2022
ORD-103899,1,45589,45594,CUST-00493,Aditya Jones,Home Office,West,Gujarat,Ahmedabad,PRD-0065,Storage Model A1,Furniture,Storage,4,6013.59,0,4086.37,14192.07,-2153.41,Standard Class,323.89,Cash On Delivery,High,John Malhotra,North,4,Delivered,4,,OK,OK,Weekend,2022,2024
ORD-106790,1,44574,44574,CUST-00668,Kavya Williams,Home Office,West,Gujarat,Ahmedabad,PRD-0037,Accessorie Model E5,Electronics,Accessories,4,17306.39,0.05,11807.81,65764.28,18533.04,Same Day,284.49,Net Banking,Low,Robert Joshi,North,5,Delivered,4,,OK,OK,Weekend,2022,2022
ORD-109603,2,44620,44620,CUST-01354,Arjun Gupta,Corporate,Central,Chhattisgarh,Raipur,PRD-0094,Art Supplie Model F6,Office Supplies,Art Supplies,3,2990.96,0.1,1648.31,8075.59,3130.66,Same Day,435.26,UPI,Low,Ira Menon,East,,Delivered,3,,OK,OK,Weekday,2022,2022
ORD-111140,2,45371,45374,CUST-01021,Aditya Gupta,Consumer,West,Gujarat,Surat,PRD-0051,Table Model C3,Furniture,Tables,5,11464,0.2,6836.2,45856,11675,Second Class,299.14,Debit Card,Medium,Elizabeth Reddy,Central,4,Delivered,5,,OK,OK,Weekday,2022,2024
ORD-104319,1,44625,44625,CUST-00330,Anika Bose,Home Office,North,Haryana,Faridabad,PRD-0147,Beverage Model C3,Grocery,Beverages,4,228.51,0.15,140.78,776.93,213.81,Same Day,309.08,UPI,Low,David Anderson,North,5,Delivered,4,,OK,OK,Weekend,2022,2022
ORD-107084,1,45099,45101,CUST-01232,Jennifer Miller,Corporate,South,Tamil Nadu,Coimbatore,PRD-0106,Envelope Model B2,Office Supplies,Envelopes,6,80.63,0,40.95,483.78,238.08,Second Class,366.14,Net Banking,Low,Linda Bose,East,5,Delivered,6,,OK,OK,Weekend,2022,2023
ORD-108005,1,44879,44883,CUST-00873,Rohan Patel,Consumer,East,Jharkhand,Jamshedpur,PRD-0097,Label Model A1,Office Supplies,Labels,4,496.59,0.05,247,1887.04,899.04,Second Class,96.17,Cash On Delivery,Critical,John Joshi,Central,5,Shipped,4,,OK,OK,Weekend,2022,2022
ORD-103270,1,45297,45302,CUST-00766,Krishna Garcia,Corporate,West,Gujarat,Surat,PRD-0132,Kids Wear Model D4,Clothing,Kids Wear,4,3108.41,0.3,1584.38,8703.55,2366.03,Standard Class,355.45,Paypal,Low,John Joshi,Central,4,Shipped,4,,OK,OK,Weekend,2022,2024
ORD-101515,1,44571,44578,CUST-00179,Reyansh Kumar,Home Office,West,Goa,Margao,PRD-0064,Bookcase Model H8,Furniture,Bookcases,2,14098.17,0.05,8812.13,26786.52,9162.26,Standard Class,89.03,UPI,Medium,Patricia Nair,West,4,Delivered,2,,OK,OK,Weekend,2022,2022
ORD-102539,1,45619,45619,CUST-00216,Sai Verma,Consumer,South,Kerala,Kochi,PRD-0033,Accessorie Model A1,Electronics,Accessories,4,5870.52,0.15,4350.25,19959.77,2558.77,Same Day,448.18,Credit Card,High,Navya Wilson,North,5,Shipped,4,,OK,OK,Weekend,2022,2024
ORD-106819,1,45601,45606,CUST-01322,Arjun Mehta,Home Office,East,Bihar,Ranchi,PRD-0173,Personal Care Model E5,Grocery,Personal Care,3,301.13,0,184.99,903.39,348.42,Standard Class,445.54,Net Banking,High,James Davis,Central,5,Delivered,3,,OK,OK,Weekend,2022,2024
ORD-111636,1,45143,45147,CUST-01050,John Smith,Corporate,Central,Madhya Pradesh,Gwalior,PRD-0046,Chair Model F6,Furniture,Chairs,4,1765.38,0.05,1169.21,6708.44,2031.6,Second Class,305.58,UPI,Low,Ananya Mehta,North,5,Delivered,4,,OK,OK,Weekend,2022,2023
ORD-104421,1,45644,45644,CUST-00838,Jennifer Mehta,Consumer,South,Karnataka,Hubli,PRD-0089,Art Supplie Model A1,Office Supplies,Art Supplies,2,1002.61,0,573.19,2005.22,858.84,Same Day,214.14,Cash On Delivery,Low,Riya Anderson,West,4,Shipped,2,,OK,OK,Weekend,2022,2024
ORD-101364,1,45151,45158,CUST-01228,David Menon,Corporate,Central,Chhattisgarh,Raipur,PRD-0065,Storage Model A1,Furniture,Storage,4,17389.41,0,10703.74,69557.64,26742.68,Standard Class,253.35,Credit Card,Medium,Reyansh Rao,West,4,Delivered,4,,OK,OK,Weekend,2022,2023
ORD-110387,1,45066,45071,CUST-00968,Ananya Sharma,Home Office,South,Karnataka,Mysuru,PRD-0004,Mobile Phone Model D4,Electronics,Mobile Phones,7,23537.55,0,17500.15,164762.85,42261.8,Standard Class,122.42,UPI,High,Robert Wilson,North,4,Delivered,7,,OK,OK,Weekend,2022,2023
ORD-101310,1,44794,44798,CUST-01179,Navya Menon,Corporate,North,Uttarakhand,Dehradun,PRD-0041,Chair Model A1,Furniture,Chairs,2,18921.53,0,11192.36,37843.06,15458.34,Standard Class,439.54,Credit Card,Medium,James Davis,Central,5,Shipped,2,,OK,OK,Weekend,2022,2022
ORD-104933,1,44798,44801,CUST-00190,Aarav Gupta,Home Office,North,Delhi,Dwarka,PRD-0134,Kids Wear Model F6,Clothing,Kids Wear,3,4945.26,0.15,2372.67,12610.41,5492.4,Standard Class,376.65,Cash On Delivery,Low,Robert Wilson,North,5,Delivered,3,,OK,OK,Weekend,2022,2022
ORD-108892,1,44966,44973,CUST-01033,Elizabeth Brown,Consumer,Central,Chhattisgarh,Raipur,PRD-0101,Label Model E5,Office Supplies,Labels,5,1459.53,0.05,831.81,6932.77,2773.72,Standard Class,329.5,Credit Card,Low,Aadhya Malhotra,Central,3,Delivered,5,,OK,OK,Weekend,2022,2023
ORD-104632,1,44782,44784,CUST-01321,Krishna Williams,Corporate,West,Maharashtra,Pune,PRD-0080,Paper Model H8,Office Supplies,Paper,3,1769.97,0,1000.98,5309.91,2306.97,Second Class,274.14,Debit Card,High,Aadhya Davis,Central,3,Delivered,3,,OK,OK,Weekend,2022,2022
ORD-108447,1,45347,45350,CUST-00754,Ira Joshi,Home Office,West,Rajasthan,Jodhpur,PRD-0025,Camera Model A1,Electronics,Cameras,4,47674.92,0,34505.25,190699.68,52678.68,Second Class,117.41,Cash On Delivery,Low,Kavya Johnson,East,5,Delivered,4,,OK,OK,Weekend,2022,2024
ORD-109988,1,45280,45283,CUST-00418,Linda Pillai,Consumer,South,Karnataka,Bengaluru,PRD-0044,Chair Model D4,Furniture,Chairs,4,34586.82,0.05,21920.6,131429.92,43747.52,Standard Class,372.6,Credit Card,Low,Ira Menon,East,4,Processing,4,,OK,OK,Weekend,2022,2023
ORD-105606,1,45627,45633,CUST-01293,Robert Smith,Consumer,East,Bihar,Patna,PRD-0144,Footwear Model H8,Clothing,Footwear,6,4968.92,0,2284.46,29813.52,16106.76,Standard Class,340.01,Credit Card,High,James Rao,Central,,Delivered,6,,OK,OK,Weekend,2022,2024
ORD-109018,1,45259,45262,CUST-00278,Michael Pillai,Consumer,West,Gujarat,Vadodara,PRD-0141,Footwear Model E5,Clothing,Footwear,7,3760.59,0,1943.72,26324.13,12718.09,Standard Class,393.74,Net Banking,Low,Kavya Miller,East,3,Delivered,7,,OK,OK,Weekend,2022,2023
ORD-106066,2,45492,45496,CUST-00286,Diya Joshi,Home Office,East,Odisha,Bhubaneswar,PRD-0035,Accessorie Model C3,Electronics,Accessories,3,34945.94,0,24274.23,104837.82,32015.13,Second Class,132.04,Debit Card,Medium,John Malhotra,North,5,Delivered,3,,OK,OK,Weekday,2022,2024
ORD-103473,1,45460,45465,CUST-00238,David Anderson,Consumer,Central,Chhattisgarh,Raipur,PRD-0103,Label Model G7,Office Supplies,Labels,8,2727.13,0,1421.21,21817.04,10447.36,Standard Class,235.91,UPI,Medium,Ishaan Bose,South,,Delivered,8,,OK,OK,Weekend,2022,2024
ORD-108015,1,45136,45141,CUST-00544,Patricia Brown,Home Office,Central,Uttar Pradesh,Lucknow,PRD-0096,Art Supplie Model H8,Office Supplies,Art Supplies,2,1260.73,0,688.27,1765.02,388.48,Standard Class,418.27,UPI,Low,Diya Anderson,East,2,Shipped,2,,OK,OK,Weekend,2022,2023
ORD-107131,1,45286,45290,CUST-01359,Reyansh Wilson,Home Office,West,Goa,Margao,PRD-0079,Paper Model G7,Office Supplies,Paper,2,297.51,0,160.3,595.02,274.42,Standard Class,29.04,UPI,Medium,Kavya Johnson,East,5,Delivered,2,,OK,OK,Weekend,2022,2023
ORD-108621,1,44960,44966,CUST-00235,John Smith,Home Office,South,Andhra Pradesh,Vijayawada,PRD-0170,Personal Care Model B2,Grocery,Personal Care,4,1031.51,0.05,585.6,3919.74,1577.34,Standard Class,76.05,Paypal,Low,Aadhya Davis,Central,2,Delivered,4,,OK,OK,Weekend,2022,2023
ORD-106764,2,45135,45139,CUST-01357,Rohan Rao,Consumer,Central,Uttar Pradesh,Kanpur,PRD-0044,Chair Model D4,Furniture,Chairs,4,4255.55,0.05,2784.23,16171.09,5034.17,Standard Class,210.73,Paypal,Low,David Anderson,North,4,Delivered,4,,OK,OK,Weekday,2022,2023
ORD-106664,1,44805,44807,CUST-00653,Mary Smith,Corporate,East,Odisha,Cuttack,PRD-0105,Envelope Model A1,Office Supplies,Envelopes,5,2260.35,0.1,1235.29,10171.58,3995.13,First Class,417.14,Net Banking,Medium,Ira Menon,East,3,Delivered,5,,OK,OK,Weekend,2022,2022
ORD-107079,1,44741,44745,CUST-00932,Reyansh Pillai,Home Office,North,Haryana,Gurugram,PRD-0135,Kids Wear Model G7,Clothing,Kids Wear,8,4094.01,0.1,2147.76,29476.87,12294.79,Second Class,167.94,Net Banking,Low,John Malhotra,North,4,Returned,8,,OK,OK,Weekend,2022,2022
ORD-110099,1,45639,45639,CUST-00739,Krishna Pillai,Home Office,South,Karnataka,Bengaluru,PRD-0113,Men'S Wear Model A1,Clothing,Men'S Wear,3,1463.33,0.15,753.81,3731.49,1470.06,Same Day,236.7220723,Paypal,Critical,Aarav Khan,Central,5,Delivered,3,,OK,OK,Weekend,2022,2024
ORD-106487,1,44891,44895,CUST-00911,Kavya Anderson,Home Office,South,Karnataka,Bengaluru,PRD-0118,Men'S Wear Model F6,Clothing,Men'S Wear,5,4451.52,0.3,2056.15,15580.32,5299.57,Standard Class,373.74,Net Banking,Low,Arjun Nair,South,5,Delivered,5,,OK,OK,Weekend,2022,2022
ORD-100863,1,45032,45033,CUST-00794,Saanvi Patel,Consumer,East,Jharkhand,Ranchi,PRD-0058,Bookcase Model B2,Furniture,Bookcases,6,8268.37,0.15,4979.15,42168.69,12293.79,First Class,429.43,Paypal,High,Navya Wilson,North,5,Delivered,6,,OK,OK,Weekend,2022,2023
ORD-104645,1,45653,45659,CUST-01330,Anika Kumar,Home Office,West,Maharashtra,Pune,PRD-0031,Camera Model G7,Electronics,Cameras,3,54190.73,0.1,40844.92,146314.97,23780.21,Standard Class,123.67,Credit Card,Low,Diya Anderson,East,4,Delivered,3,,OK,OK,Weekend,2022,2024
ORD-107340,1,45079,45084,CUST-01371,Ishaan Iyer,Corporate,West,Rajasthan,Udaipur,PRD-0065,Storage Model A1,Furniture,Storage,4,29721.93,0.05,19718.9,112943.33,34067.73,Standard Class,368.34,Cash On Delivery,Low,John Joshi,Central,4,Delivered,4,,OK,OK,Weekend,2022,2023
ORD-110716,1,45288,45291,CUST-01241,Saanvi Nair,Consumer,East,Odisha,Bhubaneswar,PRD-0071,Storage Model G7,Furniture,Storage,5,5074.41,0.05,3373.78,24103.45,7234.55,Standard Class,163.46,Net Banking,High,Linda Bose,East,4,Shipped,5,,OK,OK,Weekend,2022,2023
ORD-107537,1,45155,45161,CUST-00624,David Chatterjee,Consumer,West,Maharashtra,Mumbai,PRD-0070,Storage Model F6,Furniture,Storage,5,13430.4,0.1,7877,60436.8,21051.8,Standard Class,160.85,Paypal,Medium,Ananya Khan,South,4,Delivered,5,,OK,OK,Weekend,2023,2023
ORD-108595,1,45472,45477,CUST-00078,Michael Kumar,Consumer,North,Uttarakhand,Dehradun,PRD-0104,Label Model H8,Office Supplies,Labels,4,642.78,0,323.54,2571.12,1276.96,Standard Class,346.8,Credit Card,Low,Michael Verma,Central,4,Delivered,4,,OK,OK,Weekend,2022,2024
ORD-110061,1,45249,45253,CUST-00277,Ishaan Reddy,Home Office,West,Rajasthan,Jodhpur,PRD-0079,Paper Model G7,Office Supplies,Paper,2,488.22,0.05,243.14,927.62,441.34,Standard Class,214.46,Paypal,High,David Singh,East,1,Delivered,2,,OK,OK,Weekend,2022,2023
ORD-104610,1,45250,45253,CUST-01266,Reyansh Miller,Home Office,West,Rajasthan,Udaipur,PRD-0068,Storage Model D4,Furniture,Storage,3,11498.35,0.15,7109.55,29320.79,7992.14,Standard Class,329.77,UPI,High,John Nair,North,4,Delivered,3,,OK,OK,Weekend,2022,2023
ORD-100072,1,45364,45369,CUST-00232,Robert Patel,Consumer,East,Jharkhand,Ranchi,PRD-0047,Chair Model G7,Furniture,Chairs,2,7087.86,0,4673.18,14175.72,4829.36,Standard Class,46.24,Cash On Delivery,Low,Elizabeth Reddy,Central,2,Delivered,2,,OK,OK,Weekend,2022,2024
ORD-101830,1,45333,45335,CUST-00079,Riya Kapoor,Home Office,Central,Uttar Pradesh,Lucknow,PRD-0018,Headphone Model B2,Electronics,Headphones,5,42125.28,0,27524.73,210626.4,73002.75,First Class,207.75,UPI,Medium,John Malhotra,North,3,Delivered,5,,OK,OK,Weekend,2022,2024
ORD-104349,1,45169,45174,CUST-00791,Jennifer Patel,Home Office,East,West Bengal,Howrah,PRD-0169,Personal Care Model A1,Grocery,Personal Care,4,1294.79,0.1,701.2,4661.24,1856.44,Standard Class,303.28,Net Banking,Medium,Elizabeth Kumar,South,5,Delivered,4,,OK,OK,Weekend,2022,2023
ORD-106448,1,45048,45051,CUST-00015,James Williams,Consumer,North,Punjab,Ludhiana,PRD-0054,Table Model F6,Furniture,Tables,4,22481.86,0.05,14851.53,85431.07,26024.95,Standard Class,248.05,Debit Card,Low,Aadhya Malhotra,Central,5,Delivered,4,,OK,OK,Weekend,2022,2023
ORD-108345,2,45480,45483,CUST-00925,Michael Nair,Home Office,South,Andhra Pradesh,Vijayawada,PRD-0114,Men'S Wear Model B2,Clothing,Men'S Wear,1,4468.27,0,2055.07,4468.27,2413.2,Second Class,154.81,Credit Card,Critical,Robert Kumar,North,5,Shipped,1,,OK,OK,Weekday,2022,2024
ORD-100220,1,44955,44960,CUST-00955,Ananya Jones,Consumer,East,Bihar,Patna,PRD-0017,Headphone Model A1,Electronics,Headphones,3,5433.68,0,3921.2,16301.04,4537.44,Standard Class,292.98,Cash On Delivery,Low,Kavya Johnson,East,3,Shipped,3,,OK,OK,Weekend,2022,2023
ORD-111152,1,44669,44671,CUST-00278,Michael Pillai,Consumer,West,Maharashtra,Mumbai,PRD-0040,Accessorie Model H8,Electronics,Accessories,4,7485.59,0,5184.26,29942.36,9205.32,Second Class,62.59,Credit Card,Medium,Jennifer Patel,Central,4,Delivered,4,,OK,OK,Weekend,2022,2022
ORD-111046,1,44654,44661,CUST-00272,James Chatterjee,Corporate,West,Gujarat,Surat,PRD-0006,Mobile Phone Model F6,Electronics,Mobile Phones,6,42496.81,0.1,29915.15,229482.77,49991.87,Standard Class,192.6,Credit Card,Medium,Ishaan Bose,South,,Delivered,6,,OK,OK,Weekend,2022,2022
ORD-106880,1,44729,44736,CUST-01250,Krishna Pillai,Home Office,South,Kerala,Kochi,PRD-0051,Table Model C3,Furniture,Tables,7,20183.99,0.49,12982.58,72056.84,-18821.22,Standard Class,197.84,Net Banking,High,David Singh,East,5,Cancelled,7,,OK,OK,Weekend,2022,2022
ORD-101550,1,44635,44640,CUST-00786,Aditya Menon,Corporate,West,Maharashtra,Mumbai,PRD-0166,Staple Model F6,Grocery,Staples,2,1313.88,0.05,802.37,2496.37,891.63,Standard Class,440.53,Cash On Delivery,Low,Ananya Khan,South,2,Delivered,2,,OK,OK,Weekend,2022,2022
ORD-105601,2,45282,,CUST-01045,Ira Singh,Home Office,East,Bihar,Gaya,PRD-0080,Paper Model H8,Office Supplies,Paper,3,781.72,0.3,439.48,1641.612,323.17,Standard Class,201.93,Net Banking,Low,Aadhya Malhotra,Central,4,Delivered,3,,OK,OK,Weekday,2022,2023
ORD-110568,1,44614,44620,CUST-00726,Rohan Kumar,Consumer,South,Tamil Nadu,Vellore,PRD-0003,Mobile Phone Model C3,Electronics,Mobile Phones,4,4898.87,0.2,3208.95,15676.38,2840.58,Standard Class,24.57,Debit Card,High,Arjun Nair,South,5,Delivered,4,,OK,OK,Weekend,2022,2022
ORD-104609,2,44767,44774,CUST-01351,Kavya Williams,Home Office,North,Uttarakhand,Dehradun,PRD-0099,Label Model C3,Office Supplies,Labels,5,2677.93,0,1359.69,13389.65,6591.2,Standard Class,386.85,Cash On Delivery,Medium,John Malhotra,North,5,Delivered,5,,OK,OK,Weekday,2022,2022
ORD-103453,1,44990,44997,CUST-01210,Rohan Smith,Corporate,West,Gujarat,Ahmedabad,PRD-0164,Staple Model D4,Grocery,Staples,5,1474.86,0,894.06,7374.3,2904,Standard Class,320.82,Paypal,Low,Michael Khan,East,3,Delivered,5,,OK,OK,Weekend,2022,2023
ORD-101842,2,45100,45103,CUST-00527,John Das,Corporate,West,Rajasthan,Jaipur,PRD-0060,Bookcase Model D4,Furniture,Bookcases,5,28671.22,0.15,18960.29,121852.68,27051.23,Standard Class,416.18,Net Banking,Medium,Elizabeth Reddy,Central,5,Delivered,5,,OK,OK,Weekday,2022,2023
ORD-103818,1,45043,45044,CUST-01284,Diya Anderson,Corporate,North,Punjab,Jalandhar,PRD-0084,Binder Model D4,Office Supplies,Binders,4,1199.56,0,642.69,4798.24,2227.48,First Class,156.9,UPI,Critical,Kavya Miller,East,4,Delivered,4,,OK,OK,Weekend,2023,2023
ORD-108318,1,45603,45609,CUST-01298,Myra Williams,Consumer,Central,Chhattisgarh,Raipur,PRD-0003,Mobile Phone Model C3,Electronics,Mobile Phones,8,58973.68,0.3,41612.42,330252.61,-2646.75,Standard Class,83.79,Cash On Delivery,Critical,Elizabeth Williams,East,4,Delivered,8,,OK,OK,Weekend,2022,2024
ORD-106089,1,44782,44786,CUST-00936,Diya Kumar,Home Office,North,Uttarakhand,Dehradun,PRD-0067,Storage Model C3,Furniture,Storage,3,34431.44,0,20221.6,103294.32,42629.52,Standard Class,189.29,UPI,Critical,Diya Anderson,East,4,Delivered,3,,OK,OK,Weekend,2022,2022
ORD-102269,1,45647,45652,CUST-01295,Arjun Nair,Corporate,North,Delhi,New Delhi,PRD-0162,Staple Model B2,Grocery,Staples,7,940.05,0,567.34,6580.35,2608.97,Standard Class,100.73,UPI,Medium,Ishaan Bose,South,4,Delivered,7,,OK,OK,Weekend,2022,2024
ORD-106074,1,45261,45265,CUST-01111,Aditya Garcia,Corporate,West,Rajasthan,Jodhpur,PRD-0086,Binder Model F6,Office Supplies,Binders,4,59.92,0.05,31.06,227.7,103.46,Standard Class,24.38,Credit Card,Low,Ishaan Bose,South,5,Delivered,4,,OK,OK,Weekend,2022,2023
ORD-101828,2,45258,45264,CUST-00220,Aditya Johnson,Consumer,East,Bihar,Patna,PRD-0099,Label Model C3,Office Supplies,Labels,3,1054.51,0,579.19,3163.53,1425.96,Standard Class,97.16,Net Banking,Low,Elizabeth Kumar,South,1,Delivered,3,,OK,OK,Weekday,2022,2023
ORD-107024,1,45319,45324,CUST-00089,Sai Miller,Consumer,Central,Uttar Pradesh,Noida,PRD-0135,Kids Wear Model G7,Clothing,Kids Wear,5,2708.46,0.05,1241.04,12865.18,6659.98,Standard Class,355.89,Paypal,Low,Rohan Johnson,Central,2,Shipped,5,,OK,OK,Weekend,2022,2024
ORD-101247,1,45341,45345,CUST-00456,David Bose,Home Office,Central,Chhattisgarh,Bilaspur,PRD-0039,Accessorie Model G7,Electronics,Accessories,2,20182.49,0.05,14119.92,38346.73,10106.89,Second Class,406.76,Net Banking,High,Reyansh Rao,West,5,Delivered,2,,OK,OK,Weekend,2022,2024
ORD-111594,2,45153,45155,CUST-00147,Aditya Patel,Home Office,North,Uttarakhand,Dehradun,PRD-0036,Accessorie Model D4,Electronics,Accessories,5,17047.42,0.15,12021.82,72451.53,12342.43,First Class,381.61,Cash On Delivery,Medium,Michael Verma,Central,5,Delivered,5,,OK,OK,Weekday,2022,2023
ORD-100998,1,45639,45642,CUST-01305,Reyansh Davis,Corporate,West,Goa,Margao,PRD-0114,Men'S Wear Model B2,Clothing,Men'S Wear,4,4538.88,0.2,2321.37,14524.42,5238.94,Standard Class,147.79,UPI,High,Vivaan Anderson,South,5,Cancelled,4,,OK,OK,Weekend,2022,2024
ORD-104925,1,45233,45237,CUST-01191,Sai Das,Corporate,Central,Uttar Pradesh,Lucknow,PRD-0080,Paper Model H8,Office Supplies,Paper,6,1323.95,0.45,727.05,4369.04,6.74,Standard Class,218,Paypal,Low,Vihaan Jones,East,4,Delivered,6,,OK,OK,Weekend,2022,2023
ORD-100178,1,45535,45538,CUST-00089,Sai Miller,Consumer,Central,Uttar Pradesh,Kanpur,PRD-0136,Kids Wear Model H8,Clothing,Kids Wear,2,4452.49,0.2,2087.21,7123.98,2949.56,Standard Class,35.85,Net Banking,Low,Linda Pillai,North,5,Delivered,2,,OK,OK,Weekend,2022,2024
ORD-103729,1,44977,44977,CUST-01109,Aadhya Sharma,Consumer,West,Rajasthan,Udaipur,PRD-0168,Staple Model H8,Grocery,Staples,6,291.78,0.15,163.69,1488.08,505.94,Same Day,405.22,Cash On Delivery,High,Aarav Khan,Central,4,Processing,6,,OK,OK,Weekend,2022,2023
ORD-109374,1,44856,44859,CUST-00496,Krishna Rao,Home Office,South,Kerala,Kochi,PRD-0148,Beverage Model D4,Grocery,Beverages,3,187.05,0.05,107.75,533.09,209.84,Second Class,377.93,Paypal,Medium,Aadhya Malhotra,Central,4,Delivered,3,,OK,OK,Weekend,2022,2022
ORD-108287,1,45359,45365,CUST-00738,Myra Menon,Consumer,West,Goa,Margao,PRD-0053,Table Model E5,Furniture,Tables,3,22154.28,0.15,14923.79,56493.41,11722.04,Standard Class,448.16,Cash On Delivery,Low,David Singh,East,5,Delivered,3,,OK,OK,Weekend,2022,2024
ORD-105780,1,45080,45082,CUST-00981,Elizabeth Garcia,Corporate,East,,Jamshedpur,PRD-0176,Personal Care Model H8,Grocery,Personal Care,2,345.78,0.15,192.31,587.83,203.21,First Class,338.99,Net Banking,High,Riya Anderson,West,4,Delivered,2,,OK,OK,Weekend,2022,2023
ORD-104161,1,45539,45543,CUST-00762,Elizabeth Patel,Home Office,West,Goa,Panaji,PRD-0109,Envelope Model E5,Office Supplies,Envelopes,6,1119.53,0,591.12,6717.18,3170.46,Standard Class,397.06,Debit Card,Low,Ishaan Bose,South,4,Returned,6,,OK,OK,Weekend,2023,2024
ORD-105371,2,45312,45314,CUST-00261,Michael Kumar,Corporate,South,Karnataka,Bengaluru,PRD-0036,Accessorie Model D4,Electronics,Accessories,3,21911.98,0.2,14497.68,52588.75,9095.71,First Class,429.79,Debit Card,Low,Riya Anderson,West,5,Delivered,3,,OK,OK,Weekday,2022,2024
ORD-108579,1,45262,45265,CUST-00436,Ishaan Patel,Home Office,West,Gujarat,Surat,PRD-0030,Camera Model F6,Electronics,Cameras,3,49203.4,0.1,34732.41,132849.18,28651.95,Standard Class,125.01,Paypal,Medium,James Davis,Central,4,Shipped,3,,OK,OK,Weekend,2022,2023
ORD-107406,2,45626,45630,CUST-00627,Krishna Jones,Consumer,Central,Madhya Pradesh,Bhopal,PRD-0061,Bookcase Model E5,Furniture,Bookcases,2,21528.58,0,13379.32,43057.16,16298.52,Standard Class,289.21,Credit Card,High,Elizabeth Reddy,Central,4,Processing,2,,OK,OK,Weekday,2022,2024
ORD-101525,1,45429,45433,CUST-01291,Ananya Anderson,Corporate,North,Punjab,Jalandhar,PRD-0136,Kids Wear Model H8,Clothing,Kids Wear,2,4477.43,0.1,2245.81,8059.37,3567.75,Second Class,141.39,Credit Card,Medium,Vivaan Anderson,South,4,Delivered,2,,OK,OK,Weekend,2022,2024
ORD-100218,1,45325,45326,CUST-00578,Myra Kumar,Consumer,North,Uttarakhand,Haridwar,PRD-0140,Footwear Model D4,Clothing,Footwear,4,2183.64,0.05,1085.83,8297.83,3954.51,First Class,47.81,Debit Card,Low,Arjun Nair,South,5,Cancelled,4,,OK,OK,Weekend,2022,2024
ORD-109763,2,44880,44884,CUST-00625,Navya Malhotra,Home Office,North,Punjab,Amritsar,PRD-0045,Chair Model E5,Furniture,Chairs,4,21652.6,0.05,12753.57,82279.88,31265.6,Second Class,26.24,Paypal,Medium,Michael Verma,Central,4,Shipped,4,,OK,OK,Weekday,2022,2022
ORD-104558,1,45527,45529,CUST-01332,Anika Kumar,Corporate,South,,Kochi,PRD-0001,Mobile Phone Model A1,Electronics,Mobile Phones,10,13649.4,0,10066.4,136494,35830,First Class,122.25,UPI,Medium,Vivaan Anderson,South,4,Shipped,10,,OK,OK,Weekend,2022,2024
ORD-107562,1,44979,44983,CUST-00752,Rohan Brown,Home Office,North,Delhi,Rohini,PRD-0068,Storage Model D4,Furniture,Storage,6,13867.89,0.2,8595.59,66565.87,14992.33,Second Class,210.33,UPI,Medium,Arjun Menon,West,5,Processing,6,,OK,OK,Weekend,2022,2023
ORD-101510,1,44906,44909,CUST-00965,Aarav Das,Consumer,Central,Chhattisgarh,Raipur,PRD-0094,Art Supplie Model F6,Office Supplies,Art Supplies,1,1526.66,0.15,791.06,1297.66,506.6,Second Class,184.24,UPI,High,James Rao,Central,4,Delivered,1,,OK,OK,Weekend,2022,2022
